-d	-d	loss of control	transitive suffix expressing lack of control
dxwal	dx&#x2b7;al	toward, until	(possibly composed from dx&#x2b7; + al)
dyel'	dy&#x4D9;l'
-ed	-&#x4D9;d	transitive
-exw	-&#x4D9;x&#x2b7;	now, new situation	aspectual clitic contrasting an action or state with a former condition
?e	&#x294;&#x4D9;	about, in, of, on	particle linking phrases of various semantic roles to a predicate or other clause constituent
?es-	&#x294;&#x4D9;s-	stative	prefix of stative aspect
gwaxw	g&#x2b7;ax&#x2b7;	stroll, go for a walk (agent is always plural)
gwe-	g&#x2b7;&#x4D9;-	subjunctive	inflectional subjunctive prefix indicating doubt, events contrary to fact, that which is uncertainly known
gwel	g&#x2b7;&#x4d9;l	and	conjunction; sentiential adverb, topicalizes
-gwil	-g&#x2b7;i&#x142;	canoe, waterway; curved side; narrow passageway.	lexical suffix
hadhad	(h)ad-had	&#x294;&#x4D9;had: talk, reduplicative 3	-
hakw	ha&#x294;k&#x2b7;	ago	past; ago; for a long time
hay	hay	then, next	sentential adverb; introduces sentences in long narratives
hebu?	h&#x4D9;bu&#x294;	 exhhortative to storyteller said periodically by audience	children were told that if they failed to repeat this word during a story, they would become hunchbacked.
helgwa	h&#x4D9;lg&#x2b7;a	they, them, their, theirs (optional, for emphasis)	pragmatic only, 3rd person plural predicate particle
elgwe?	&#x4D9;lg&#x2b7;&#x4D9;&#x294;	they, them, their, theirs (optional, for emphasis)	pragmatic only, 3rd person plural predicate particle
huyu	huyu	do, make, prepare something; get ready, prepare for
-ic	-ic&#x30c;	cover(ing), surface; on top of, over; servies of items on a string, cord; spine	[lexical suffix]
-icid	-icid	you (singular)	2p. sg. patient suffix
-il	-il	become	derivational suffix: reach or achieve state or position
kaw'qs	kaw'qs	raven
kwed	k&#x2b7;&#x4D9;d	get
kwi	k&#x2B7;i	remote	adjectival demonstrative for remote, hypothetical, or non-existent entities
le-	l&#x4D9;-	actions ongoing, serial, continuous, developing, while moving	inflectional prefix of progressive aspect
(l)e-	(l)&#x4D9;-	actions ongoing, serial, continuous, developing, while moving	inflectional prefix of progressive aspect
legw-legw-eb	l&#x4D9;g&#x2b7;-l&#x4D9;g&#x2b7;-&#x4D9;b	youth, young man	reduplicative 2
lex	l&#x4D9;x&#x30c;	light	verb.  be visible through illumination
lidze	lidz&#x4D9;	unknown
lixw	lix&#x2b7;	three
lutl'	lu&&#x3bb;	old; old person
lutl'lutl'	lu&#x3bb;'lu&#x3bb;'	elders, ancestors
lid	&#x142;id	tied
lidap	&#x142;idap	trawl
lildaheb	&#x142;i&#x142;dah&#x4D9;b	troll (for fish)
lilda(he)b	&#x142;i&#x142;da(h&#x4D9;)b	troll (for fish)
q'xw	q'x&#x2b7;	located upstream, up
s-	s-	nominalize	Hess: nominalize; Kinkade: continuative aspect; convert process to entity; causes a verb to hold still
-s	-s	third person possesive suffix
saxweb	sax&#x2b7;&#x4D9;b	jump; sprint
s(a)xweb	s(a)x&#x2b7;&#x4D9;b	jump; sprint
se+sali	s&#x4D9;+sali	two	reduplicative 4
si?	si&#x294;	right there
si?ab	si&#x294;ab	nobleman, person of influence, leader	&#x294;i&#x294;ab: wealth
ska	ska	unknown
suq'wa?	suq'&#x2b7;a&#x294;	younger sibling, younger cousin
su?suq'wa?	su&#x294;suq'&#x2b7;a&#x294;s	litte young sibling, little younger cousin
swatixwted	swatix&#x2b7;t&#x4d9;d	land	-
sya?ya?	sya&#x294;ya&#x294;	relative, friend
t'ed	t'&#x4D9;d	in a row, lined up	verb
telawil	t&#x4D9;lawil	run, especially for a sustained period
tetyika	t&#x4D9;tyika	name of Young Mink's younger brother/cousin
ti	ti	this	adjectival demonstrative
ti?e?	ti&#x294;&#x4d9;&#x294;	this	proximal adjetival demonstrative
ti?il	ti&#x294;i&#x142;	that	adjectival or pronomial demonstrative
tlelay	&#x03bb;'&#x4D9;lay	shovel-nose canoe
tlu-	&#x03bb;'u-	generally, usually	(inflectional habitual prefix)
tlub	&#x03bb;'ub	good, fine, all right, well; should, had better, ought;
-tshow	-tshow	unknown
t(u)-	t(u)-	past	inflectional past prefix, past time, especially the remote past
tu-	tu-	past	inflectional past prefix, past time, especially the remote past
-tu-	-tu-	past	inflectional past prefix, past time, especially the remote past
-tub	-tub	be involved in doing something	agent-oriented intransitive verb stem, from transitive -tx&#x2b7;2 forming a passive construction
-tubicid	-tubicid	causative-patient-you	tx&#x2b7;-b-(i)cid; patient suffix + -b (p23) + c&#x4D9;x&#x2b7; suffix substitute
tudi?	tudi&#x294;	over there, yonder	adverbial demonstrative
tuxw	tux&#x2b7;	merely, just; otherwise, or else, instead, in contrast to usual, contrary to expectation	predicate adverb
-txw	-tx&#x2b7;	make someone do something	causitve transitive suffix creating patient-oriented verb stems
u-	u-	action viewed in its entirety	verbal inflectional prefix of perfective aspect
-ubul	-ubu&#x142;	us	first person plural patient suffix; see -s
-ulgwedxw	-ulg&#x2b7;&#x4D9;dx&#x2b7;	land	lexical suffix
?u-	&#x294;u-	action viewed in its entirety	verbal inflectional prefix of perfective aspect
?ulul	&#x294;ulu&#x142;	travel by water
u?xw	u&#x294;x&#x2b7;	still, yet
?uxw	&#x294;ux&#x2b7;	go
xekw	x&#x30c;&#x4D9;k&#x2b7;	turn over, overturn
xw-	x&#x2b7;-	container [derivational prefix]	# compare dx?- permeate
xwe?a?xwe?	x&#x2b7;&#x4D9;&#x294;a&#x294;x&#x2b7;&#x4D9;&#x294;	light weight, lightfooted
xwe?a?xw(e?)	x&#x2b7;&#x4D9;&#x294;a&#x294;x&#x2b7;(&#x4D9;&#x294;)	light weight, lightfooted
xwi	x&#x2b7;i&#x294;	not	predicate adverb
xwul'	x&#x30c;&#x2b7;ul'	only, merely, simply, just, as	predicate adverb
yec-	y&#x4D9;c-	tell, report, inform
yeceb	y&#x4D9;c&#x4D9;b	give news
yecebib	y&#x4D9;c&#x4D9;bid	inform (someone) forin place of someone else
yehub	y&#x4D9;hub	a traditional story or myth
syehub	sy&#x4D9;hub	a traditional story or myth
yebubtxw	y&#x4D9;hub-tx&#x2b7;	recite a traditional story
yehubtubicid	y&#x4D9;hub.tu.b.icid	recite a traditional story to you	causitive-patient-you; tx&#x2b7;-bi-cid
yelab	y&#x4D9;lab	uncle or aunt of either parent when that parent is deceased;	parent; forbearer
yel'yelab	y&#x4D9;l'y&#x4D9;lab	parents, relatives, ancestors	red2

